Property ID,Zip code,City,Type of Property,Subtype of Property,Price (€),Construction year,Bedrooms,Living area (m²),Kitchen type,Furnished,How many fireplaces?,Terrace,Terrace surface (m²),Garden,Garden surface (m²),Surface of the plot (m²),Number of frontages,Swimming pool,Building condition,Elevator,Basement,Primary energy consumption (kWh/m²),CO₂ emission (kg CO₂/m²),Energy class,Heating type,Kitchen type scale,Building condition scale,Region,Price per m²
10517290,6690,vielsalm,house,villa,295000,1965.0,4.0,174.0,,0,0.0,0.0,0.0,1.0,946.0,1112.0,4.0,0,To be done up,0,1,468.0,4.0,F,Fuel oil,,3.0,Walloon,1695.4022988505747
10374438,4470,saint-georges,house,villa,297500,2014.0,3.0,135.0,Semi equipped,0,0.0,1.0,14.0,1.0,270.0,320.0,3.0,0,Good,0,1,130.0,,B,Gas,1.0,4.0,Walloon,2203.703703703704
10274277,4130,tilff,house,apartment block,370000,1899.0,4.0,273.0,Semi equipped,0,0.0,0.0,0.0,1.0,848.0,1121.0,4.0,0,To renovate,0,1,430.0,,F,Fuel oil,1.0,2.0,Walloon,1355.3113553113553
10332759,4570,marchin,house,villa,379000,2006.0,4.0,197.0,Installed,0,1.0,1.0,30.0,1.0,1381.0,1478.0,4.0,0,Good,0,0,186.0,46.0,C,Fuel oil,2.0,4.0,Walloon,1923.8578680203045
10446997,3200,aarschot,house,apartment block,390000,1992.0,3.0,194.0,Installed,0,0.0,1.0,15.0,1.0,60.0,319.0,3.0,0,To be done up,0,0,367.0,,D,Electric,2.0,3.0,Flemish,2010.3092783505156
10478474,7880,flobecq,house,villa,395000,1974.0,3.0,215.0,Installed,0,0.0,1.0,0.0,0.0,0.0,1160.0,4.0,0,Good,0,1,355.0,,E,Fuel oil,2.0,4.0,Walloon,1837.2093023255813
9964892,1325,corroy-le-grand,house,villa,399000,1984.0,3.0,125.0,Installed,0,0.0,1.0,10.0,1.0,766.0,866.0,4.0,0,Good,0,0,327.0,93.0,D,Electric,2.0,4.0,Walloon,3192.0
10305116,1332,genval,house,villa,425000,1951.0,4.0,162.0,Semi equipped,0,0.0,1.0,14.0,1.0,350.0,721.0,4.0,0,To renovate,0,0,706.0,132.0,G,Gas,1.0,2.0,Walloon,2623.456790123457
10515905,7011,mons ghlin,house,villa,440000,1980.0,6.0,259.0,Hyper equipped,0,0.0,1.0,0.0,1.0,952.0,1122.0,4.0,0,As new,0,0,227.0,,C,Gas,3.0,6.0,Walloon,1698.8416988416989
10522169,1000,bruxelles,house,apartment block,450000,1957.0,4.0,200.0,Not installed,0,0.0,1.0,7.0,1.0,15.0,92.0,2.0,0,To renovate,0,1,413.0,82.0,G,Gas,0.0,2.0,Brussels capital region,2250.0
10463935,1300,wavre,house,bungalow,450000,1976.0,3.0,123.0,Semi equipped,0,0.0,1.0,30.0,0.0,0.0,1473.0,4.0,0,Good,0,1,369.0,68.0,E,Gas,1.0,4.0,Walloon,3658.5365853658536
10522472,5070,fosses-la-ville,house,villa,450000,2007.0,4.0,240.0,Hyper equipped,0,0.0,1.0,0.0,0.0,0.0,837.0,4.0,0,As new,0,0,384.0,,E,Fuel oil,3.0,6.0,Walloon,1875.0
10540734,1330,rixensart,house,bungalow,495000,1975.0,3.0,160.0,Installed,0,0.0,0.0,0.0,0.0,0.0,872.0,4.0,0,Good,0,1,747.0,139.0,G,Gas,2.0,4.0,Walloon,3093.75
10256877,4671,blégny saive,house,exceptional property,495000,1900.0,8.0,282.0,Not installed,0,0.0,1.0,0.0,0.0,0.0,2200.0,4.0,0,To renovate,0,1,532.0,131.0,G,Fuel oil,0.0,2.0,Walloon,1755.3191489361702
10524318,1390,grez-doiceau,house,villa,499000,1961.0,6.0,215.0,USA installed,0,0.0,1.0,6.0,1.0,632.0,747.0,4.0,0,Good,0,0,208.0,39.0,C,Gas,2.0,4.0,Walloon,2320.9302325581393
10385895,3320,hoegaarden,house,mansion,530000,1775.0,3.0,221.0,Installed,0,1.0,0.0,0.0,1.0,800.0,221.0,3.0,0,Good,0,1,238.0,,C,Gas,2.0,4.0,Flemish,2398.190045248869
10422742,1700,dilbeek,house,villa,585000,1973.0,3.0,182.0,Installed,0,0.0,1.0,0.0,0.0,0.0,461.0,4.0,0,Good,0,0,289.0,,C,Gas,2.0,4.0,Flemish,3214.285714285714
10541284,1730,asse,house,country cottage,585000,1890.0,4.0,345.0,Semi equipped,0,0.0,1.0,0.0,1.0,1475.0,1475.0,4.0,1,To renovate,0,0,247.0,,C,Gas,1.0,2.0,Flemish,1695.6521739130435
9924203,1650,beersel,house,villa,599000,1952.0,3.0,251.0,Installed,0,0.0,1.0,0.0,0.0,0.0,1689.0,4.0,0,To be done up,0,0,521.0,,F,Gas,2.0,3.0,Flemish,2386.4541832669324
10526067,1030,schaerbeek,house,apartment block,650000,1930.0,8.0,323.0,USA hyper equipped,0,0.0,1.0,27.0,0.0,0.0,100.0,2.0,1,Good,0,0,317.0,63.0,F,Gas,3.0,4.0,Brussels capital region,2012.3839009287926
10490280,1150,woluwe-saint-pierre,house,apartment block,675000,1910.0,4.0,280.0,USA hyper equipped,0,0.0,0.0,0.0,0.0,0.0,150.0,2.0,0,Just renovated,0,0,353.0,70.0,G,Gas,3.0,5.0,Brussels capital region,2410.714285714286
10534960,1170,watermael-boitsfort,house,villa,695000,1930.0,3.0,145.0,USA installed,0,0.0,1.0,50.0,1.0,100.0,303.0,4.0,0,Good,0,1,474.0,95.0,G,Gas,2.0,4.0,Brussels capital region,4793.103448275862
10520923,9080,lochristi,house,villa,698000,1962.0,4.0,233.0,Semi equipped,0,1.0,1.0,0.0,1.0,0.0,10639.0,4.0,0,To be done up,0,1,411.0,,E,Fuel oil,1.0,3.0,Flemish,2995.708154506438
10487367,1060,saint-gilles,house,apartment block,745000,1887.0,4.0,280.0,Installed,0,0.0,0.0,0.0,0.0,0.0,76.0,2.0,0,Good,0,1,559.0,110.0,G,Gas,2.0,4.0,Brussels capital region,2660.714285714286
10541158,1030,schaerbeek,house,apartment block,750000,1901.0,6.0,513.0,Not installed,0,0.0,1.0,85.0,1.0,40.0,415.0,3.0,0,To renovate,0,1,331.0,65.0,F,Gas,0.0,2.0,Brussels capital region,1461.9883040935672
10436310,1030,schaerbeek,house,apartment block,750000,1940.0,7.0,285.0,Installed,0,0.0,1.0,15.0,1.0,250.0,280.0,2.0,0,Good,0,0,173.0,34.0,D,Gas,2.0,4.0,Brussels capital region,2631.5789473684213
10420056,1050,ixelles,house,apartment block,760000,1915.0,7.0,400.0,USA hyper equipped,0,0.0,1.0,15.0,1.0,45.0,146.0,2.0,0,As new,0,1,395.0,77.0,G,Gas,3.0,6.0,Brussels capital region,1900.0
10534775,1060,saint-gilles,house,apartment block,780000,1930.0,4.0,330.0,Installed,0,0.0,1.0,20.0,0.0,0.0,85.0,2.0,0,As new,0,0,206.0,41.0,D,Gas,2.0,6.0,Brussels capital region,2363.6363636363635
10449118,2800,mechelen,house,exceptional property,790000,1976.0,4.0,300.0,USA hyper equipped,0,0.0,1.0,0.0,0.0,0.0,452.0,3.0,0,As new,0,0,223.0,,C,Gas,3.0,6.0,Flemish,2633.3333333333335
10568705,8660,de panne,house,house,1295000,1994.0,4.0,514.0,Installed,0,0.0,1.0,0.0,0.0,0.0,1654.0,4.0,0,Good,0,0,264.0,,C,Gas,2.0,4.0,Flemish,2519.455252918288
10584142,8630,veurne,house,house,472000,1988.0,4.0,232.0,Installed,0,0.0,0.0,0.0,0.0,0.0,859.0,4.0,0,Good,0,0,136.0,,B,Gas,2.0,4.0,Flemish,2034.4827586206898
10584140,9990,maldegem,house,house,498000,,6.0,300.0,Installed,0,0.0,1.0,0.0,0.0,0.0,964.0,3.0,1,Good,0,0,296.0,,C,Electric,2.0,4.0,Flemish,1660.0
10584139,2960,sint-job-in-'t-goor,house,house,599000,1977.0,3.0,253.0,Installed,0,0.0,1.0,45.0,1.0,750.0,1250.0,4.0,0,Good,0,0,239.0,,C,Gas,2.0,4.0,Flemish,2367.588932806324
10584138,2960,brecht,house,manor house,524000,1960.0,5.0,307.0,Installed,0,0.0,1.0,20.0,1.0,1900.0,2265.0,4.0,0,Good,0,0,479.0,,E,Pellet,2.0,4.0,Flemish,1706.8403908794787
10584137,2960,brecht,house,manor house,599000,1960.0,5.0,307.0,Installed,0,0.0,1.0,20.0,1.0,1900.0,9996.0,4.0,0,Good,0,0,479.0,,E,Pellet,2.0,4.0,Flemish,1951.14006514658
10584136,2620,hemiksem,house,house,249000,1918.0,3.0,160.0,Installed,0,0.0,0.0,0.0,0.0,0.0,186.0,2.0,0,Good,0,0,345.0,,D,Gas,2.0,4.0,Flemish,1556.25
10584110,1180,uccle,apartment,apartment,230000,,2.0,70.0,Installed,0,0.0,1.0,12.0,0.0,0.0,,2.0,0,,0,1,,,,Gas,2.0,,Brussels capital region,3285.714285714286
10584108,1140,evere,house,house,349000,1959.0,2.0,163.0,Installed,0,0.0,0.0,0.0,0.0,0.0,,2.0,0,,0,0,347.0,69.0,G,,2.0,,Brussels capital region,2141.1042944785277
10584107,1932,st-stevens-woluwe,house,villa,655000,1986.0,3.0,191.0,Installed,0,1.0,1.0,0.0,0.0,0.0,760.0,4.0,0,As new,0,0,294.0,,C,Gas,2.0,6.0,Flemish,3429.3193717277486
10584101,7850,enghien,house,apartment block,250000,,2.0,130.0,,0,0.0,1.0,10.0,0.0,0.0,74.0,3.0,0,,0,0,27333.0,,G,,,,Walloon,1923.076923076923
10584100,4020,bressoux,house,house,199500,,4.0,161.0,,0,0.0,1.0,8.0,0.0,0.0,73.0,3.0,0,To be done up,0,0,612.0,111.0,G,Gas,,3.0,Walloon,1239.1304347826087
10584099,7730,saint-lÉger,house,villa,595000,,5.0,300.0,Installed,0,0.0,1.0,0.0,0.0,0.0,2107.0,4.0,0,,0,1,214.0,,C,Fuel oil,2.0,,Walloon,1983.3333333333333
10582977,6730,tintigny,house,farmhouse,298000,1900.0,5.0,1500.0,Not installed,0,0.0,0.0,0.0,0.0,0.0,1500.0,4.0,0,To renovate,0,1,381.0,94.0,E,,0.0,2.0,Walloon,198.66666666666666
10584094,9500,geraardsbergen,house,house,470475,,3.0,197.0,,0,0.0,0.0,0.0,0.0,0.0,596.0,4.0,0,,0,0,,,,,,,Flemish,2388.1979695431473
10584093,9500,geraardsbergen,house,house,543315,,2.0,207.0,,0,0.0,0.0,0.0,0.0,0.0,834.0,4.0,0,,0,0,,,,,,,Flemish,2624.710144927536
10584092,9500,geraardsbergen,house,house,457576,,3.0,161.0,,0,0.0,0.0,0.0,0.0,0.0,723.0,4.0,0,,0,0,,,,,,,Flemish,2842.086956521739
10584091,9500,geraardsbergen,house,house,496898,,3.0,227.0,,0,0.0,0.0,0.0,0.0,0.0,624.0,4.0,0,,0,0,,,,,,,Flemish,2188.977973568282
10584090,8780,oostrozebeke,house,house,967640,,5.0,335.0,,0,0.0,0.0,0.0,0.0,0.0,4992.0,4.0,0,,0,0,,,,,,,Flemish,2888.4776119402986
10584086,6222,brye,house,villa,575000,,3.0,370.0,Installed,0,1.0,0.0,0.0,0.0,0.0,1970.0,3.0,0,Good,0,1,410.0,102.0,E,Fuel oil,2.0,4.0,Walloon,1554.054054054054
10584084,6222,brye,house,country cottage,575000,,3.0,370.0,Installed,0,1.0,0.0,0.0,0.0,0.0,1970.0,3.0,0,Good,0,1,410.0,102.0,E,Fuel oil,2.0,4.0,Walloon,1554.054054054054
10584079,3010,kessel-lo,apartment,apartment,345000,2009.0,2.0,111.0,,0,0.0,1.0,5.0,0.0,0.0,,2.0,0,Good,1,1,122.0,,B,Gas,,4.0,Flemish,3108.108108108108
10584078,8560,gullegem,house,house,365000,1994.0,4.0,160.0,,0,0.0,1.0,20.0,0.0,0.0,576.0,3.0,0,Good,0,0,245.0,,C,Electric,,4.0,Flemish,2281.25
10584077,8560,gullegem,house,house,385000,2008.0,3.0,136.0,,0,0.0,1.0,0.0,0.0,0.0,586.0,4.0,0,Good,0,0,157.0,,B,Gas,,4.0,Flemish,2830.8823529411766
10584073,4000,liège,house,house,585000,,2.0,85.0,Not installed,0,0.0,0.0,0.0,0.0,0.0,,,0,,0,1,203.0,,C,,0.0,,Walloon,6882.35294117647
10584068,4020,liège,apartment,apartment,175000,,2.0,80.0,Not installed,0,0.0,1.0,3.0,0.0,0.0,,2.0,0,To be done up,0,1,149.0,27.0,B,,0.0,3.0,Walloon,2187.5
10584066,8400,oostende,apartment,apartment,125000,1963.0,1.0,52.0,,0,0.0,1.0,2.0,0.0,0.0,,2.0,0,To renovate,1,0,366.0,,D,,,2.0,Flemish,2403.846153846154
10544592,1050,ixelles,house,apartment block,795000,1900.0,6.0,450.0,Not installed,0,0.0,0.0,0.0,1.0,12.0,190.0,2.0,0,To renovate,1,1,317.0,63.0,F,Gas,0.0,2.0,Brussels capital region,1766.6666666666667
10535696,9070,heusden,house,villa,795000,1975.0,4.0,230.0,Installed,0,1.0,1.0,30.0,1.0,1275.0,1335.0,4.0,0,Good,0,1,359.0,,D,Gas,2.0,4.0,Flemish,3456.521739130435
10530584,9870,zulte,house,villa,795000,1972.0,4.0,250.0,Installed,0,1.0,0.0,0.0,0.0,0.0,1275.0,4.0,1,Good,0,1,195.0,,B,Fuel oil,2.0,4.0,Flemish,3180.0
10411067,8720,wakken,house,villa,799000,1997.0,5.0,505.0,Hyper equipped,0,1.0,1.0,0.0,0.0,0.0,2023.0,4.0,0,As new,0,1,167.0,,B,Gas,3.0,6.0,Flemish,1582.1782178217823
10441944,1200,woluwe-saint-lambert,house,town house,825000,1985.0,4.0,253.0,Installed,0,0.0,1.0,17.0,1.0,70.0,225.0,2.0,0,Good,0,0,250.0,54.0,E,Gas,2.0,4.0,Brussels capital region,3260.8695652173915
10528543,8460,oudenburg,house,villa,825000,1931.0,4.0,445.0,Hyper equipped,0,1.0,0.0,0.0,1.0,2202.0,2442.0,4.0,0,As new,0,0,380.0,,D,Gas,3.0,6.0,Flemish,1853.9325842696628
10531803,1030,schaerbeek,house,mansion,845000,1886.0,6.0,310.0,USA hyper equipped,0,0.0,1.0,60.0,0.0,0.0,132.0,2.0,0,As new,0,1,338.0,67.0,F,Gas,3.0,6.0,Brussels capital region,2725.8064516129034
10519204,1040,etterbeek,house,apartment block,845000,1906.0,5.0,275.0,,0,0.0,0.0,0.0,0.0,0.0,72.0,2.0,0,Good,0,1,338.0,73.0,F,Gas,,4.0,Brussels capital region,3072.7272727272725
10530548,1210,saint-josse-ten-noode,house,mansion,845000,1886.0,6.0,310.0,USA hyper equipped,0,0.0,1.0,60.0,0.0,0.0,132.0,2.0,0,As new,0,1,338.0,67.0,F,Gas,3.0,6.0,Brussels capital region,2725.8064516129034
10479358,1600,sint-pieters-leeuw,house,villa,845000,1965.0,4.0,299.0,Hyper equipped,0,0.0,1.0,0.0,0.0,0.0,3897.0,4.0,0,To renovate,0,1,641.0,,F,Gas,3.0,2.0,Flemish,2826.086956521739
10389558,1910,kampenhout,house,villa,849000,1933.0,6.0,314.0,Installed,0,0.0,1.0,50.0,1.0,2879.0,11000.0,4.0,1,To be done up,0,0,373.0,9999.0,D,Fuel oil,2.0,3.0,Flemish,2703.8216560509554
10501860,1050,ixelles,house,apartment block,900000,1931.0,5.0,300.0,Installed,0,0.0,0.0,0.0,1.0,20.0,105.0,2.0,0,Good,0,1,515.0,101.0,G,Gas,2.0,4.0,Brussels capital region,3000.0
10454896,1742,ternat sint-katherina-lombeek,house,country cottage,939000,1850.0,5.0,448.0,Installed,0,0.0,1.0,0.0,0.0,0.0,3532.0,4.0,0,Good,0,0,341.0,,D,Gas,2.0,4.0,Flemish,2095.9821428571427
10535086,1200,sint-lambrechts-woluwe,house,apartment block,945000,1908.0,5.0,468.0,Installed,0,0.0,1.0,0.0,1.0,53.0,170.0,2.0,0,Good,1,1,255.0,,E,Gas,2.0,4.0,Brussels capital region,2019.2307692307693
10535084,1200,sint-lambrechts-woluwe,house,mansion,945000,1908.0,5.0,468.0,Installed,0,0.0,1.0,0.0,1.0,53.0,170.0,2.0,0,Good,1,1,255.0,,E,Gas,2.0,4.0,Brussels capital region,2019.2307692307693
10348889,4020,liege,house,apartment block,950000,1920.0,13.0,568.0,Installed,0,0.0,0.0,0.0,1.0,150.0,310.0,2.0,0,Good,0,1,230.0,57.0,C,Fuel oil,2.0,4.0,Walloon,1672.5352112676057
10546806,9860,oosterzele,house,country cottage,1095000,1755.0,3.0,600.0,Installed,0,1.0,1.0,40.0,0.0,0.0,1481.0,4.0,0,Good,0,1,344.0,,D,Gas,2.0,4.0,Flemish,1825.0
10409178,1200,woluwe-saint-lambert,house,apartment block,1150000,1958.0,7.0,360.0,Semi equipped,0,0.0,1.0,27.0,1.0,300.0,420.0,2.0,0,Good,0,0,165.0,34.0,D,Gas,1.0,4.0,Brussels capital region,3194.4444444444443
10455191,1070,anderlecht,house,apartment block,1190000,1906.0,13.0,600.0,USA installed,0,0.0,1.0,10.0,0.0,0.0,200.0,2.0,0,Good,0,0,349.0,75.0,G,Gas,2.0,4.0,Brussels capital region,1983.3333333333333
10527761,1180,uccle,house,exceptional property,1250000,1930.0,8.0,310.0,Hyper equipped,0,0.0,1.0,45.0,1.0,2800.0,3056.0,4.0,0,To renovate,0,1,799.0,207.0,G,Fuel oil,3.0,2.0,Brussels capital region,4032.2580645161293
10386713,1120,neder-over-heembeek (bru.),house,apartment block,1350000,1967.0,12.0,719.0,,0,0.0,1.0,33.0,0.0,0.0,252.0,3.0,0,To renovate,0,1,409.0,409.0,G,Fuel oil,,2.0,Brussels capital region,1877.6077885952711
9723409,8300,knokke-heist knokke,house,villa,1975000,2007.0,5.0,263.0,Hyper equipped,0,0.0,1.0,0.0,0.0,0.0,683.0,4.0,0,As new,0,0,221.0,,C,Gas,3.0,6.0,Flemish,7509.505703422054
9524661,1050,ixelles,house,apartment block,3200000,1900.0,1.0,1350.0,Installed,0,1.0,1.0,0.0,0.0,0.0,490.0,2.0,0,Good,1,0,434.0,134.0,G,Fuel oil,2.0,4.0,Brussels capital region,2370.3703703703704
10581930,8000,brugge,house,mansion,1129000,,6.0,405.0,Installed,0,0.0,0.0,0.0,1.0,55.0,195.0,2.0,0,As new,0,0,,,,Gas,2.0,6.0,Flemish,2787.6543209876545
10581553,1083,ganshoren,apartment,penthouse,625000,2007.0,3.0,177.0,,0,0.0,0.0,0.0,1.0,200.0,,4.0,0,Good,1,0,161.0,,D,,,4.0,Brussels capital region,3531.0734463276835
10417613,1080,molenbeek-saint-jean,apartment,penthouse,199000,1969.0,2.0,84.0,USA semi equipped,0,0.0,1.0,26.0,0.0,0.0,,2.0,0,Good,1,0,672.0,177.0,G,Fuel oil,1.0,4.0,Brussels capital region,2369.0476190476193
10584064,9940,ertvelde,apartment,apartment,355000,2023.0,2.0,95.0,,0,0.0,0.0,0.0,0.0,0.0,,,0,Good,0,0,,,,,,4.0,Flemish,3736.842105263158
10584063,9940,ertvelde,apartment,apartment,268000,2023.0,1.0,65.0,,0,0.0,0.0,0.0,0.0,0.0,,,0,Good,0,0,,,,,,4.0,Flemish,4123.076923076923
10584062,9950,lievegem,apartment,service flat,195000,,1.0,65.0,,0,0.0,0.0,0.0,0.0,0.0,,,0,Good,1,0,,,,Gas,,4.0,Flemish,3000.0
10584061,9940,ertvelde,apartment,apartment,355000,2023.0,2.0,95.0,,0,0.0,0.0,0.0,1.0,12.0,,,0,Good,0,0,,,,,,4.0,Flemish,3736.842105263158
10584060,9940,ertvelde,apartment,apartment,415000,2023.0,2.0,112.0,,0,0.0,0.0,0.0,1.0,15.0,,,0,Good,0,0,,,,,,4.0,Flemish,3705.3571428571427
10584059,9940,kluizen,house,house,465000,2003.0,3.0,168.0,,0,0.0,0.0,0.0,0.0,0.0,633.0,4.0,0,Good,0,0,186.0,,B,Gas,,4.0,Flemish,2767.8571428571427
10584055,4432,alleur,house,farmhouse,350000,,3.0,200.0,Semi equipped,0,0.0,1.0,25.0,1.0,700.0,700.0,3.0,0,Good,0,1,411.0,,E,,1.0,4.0,Walloon,1750.0
10584054,4300,waremme,apartment,ground floor,140000,1995.0,1.0,65.0,Installed,0,0.0,1.0,6.0,0.0,0.0,,2.0,0,Good,1,1,326.0,,D,Gas,2.0,4.0,Walloon,2153.846153846154
10584053,4300,waremme,apartment,apartment,125000,1978.0,1.0,66.0,Semi equipped,0,0.0,1.0,6.0,0.0,0.0,,4.0,0,Good,1,1,328.0,,D,Gas,1.0,4.0,Walloon,1893.939393939394
10584051,4000,liège,house,mansion,390000,1900.0,4.0,225.0,Semi equipped,0,0.0,0.0,0.0,1.0,80.0,140.0,2.0,0,Just renovated,0,1,396.0,,E,Gas,1.0,5.0,Walloon,1733.3333333333333
10584047,9000,gent,house,house,255000,,2.0,83.0,,0,0.0,1.0,0.0,0.0,0.0,,2.0,0,,0,0,,,,Gas,,,Flemish,3072.289156626506
10584046,8400,oostende,house,house,210000,1936.0,3.0,148.0,Semi equipped,0,0.0,1.0,0.0,0.0,0.0,95.0,2.0,0,Good,0,0,519.0,,F,Gas,1.0,4.0,Flemish,1418.918918918919
10584036,9100,sint-niklaas,apartment,apartment,549000,2012.0,3.0,178.0,,0,0.0,1.0,27.0,0.0,0.0,,,0,Good,0,0,,,,Electric,,4.0,Flemish,3084.2696629213483
10584035,7700,mouscron,house,house,495000,,6.0,350.0,,0,1.0,1.0,0.0,0.0,0.0,605.0,2.0,0,,0,1,179.0,,C,,,,Walloon,1414.2857142857142
10584033,2275,lille,house,house,229000,1940.0,3.0,161.0,,0,0.0,0.0,0.0,0.0,0.0,76.0,2.0,0,Good,0,0,564.0,,F,,,4.0,Flemish,1422.3602484472049
10584031,7866,lessines ollignies,house,house,128000,,2.0,158.0,,0,0.0,1.0,0.0,0.0,0.0,1192.0,3.0,0,To be done up,0,0,562.0,,G,,,3.0,Walloon,810.126582278481
10584025,1080,molenbeek-saint-jean,apartment,loft,495000,,2.0,155.0,USA hyper equipped,1,0.0,1.0,12.0,0.0,0.0,,,1,As new,1,1,,,,Gas,3.0,6.0,Brussels capital region,3193.548387096774
10584020,1500,halle,apartment,apartment,289000,2001.0,2.0,90.0,,0,0.0,1.0,6.0,0.0,0.0,,2.0,0,Good,0,0,100.0,,A,,,4.0,Flemish,3211.1111111111113
10584012,1082,berchem-sainte-agathe,apartment,apartment,170000,,1.0,70.0,,0,0.0,0.0,0.0,0.0,0.0,,2.0,0,Good,0,0,589.0,93.0,G,,,4.0,Brussels capital region,2428.5714285714284
10584010,8200,brugge,house,villa,995000,1962.0,3.0,275.0,,0,1.0,0.0,0.0,0.0,0.0,2745.0,4.0,0,Good,0,0,341.0,14754.0,D,Gas,,4.0,Flemish,3618.181818181818
10584008,7750,amougies,house,house,295000,,2.0,190.0,,0,0.0,0.0,0.0,1.0,2785.0,3159.0,4.0,0,,0,0,796.0,,G,Gas,,,Walloon,1552.6315789473683
10584007,8800,roeselare,apartment,apartment,448000,,3.0,123.0,,0,0.0,1.0,37.0,0.0,0.0,,,0,,0,0,,,,,,,Flemish,3642.276422764228
10584006,8800,roeselare,apartment,apartment,413500,,3.0,123.0,,0,0.0,1.0,37.0,0.0,0.0,,,0,,0,0,,,,,,,Flemish,3361.788617886179
10584005,8800,roeselare,apartment,apartment,314000,,2.0,86.0,,0,0.0,1.0,17.0,1.0,49.0,,,0,,0,0,,,,,,,Flemish,3651.1627906976746
10584004,8800,roeselare,apartment,apartment,235500,,1.0,56.0,,0,0.0,1.0,9.0,1.0,16.0,,,0,,0,0,,,,,,,Flemish,4205.357142857143
10584001,4053,embourg,house,villa,524900,,4.0,270.0,Installed,0,0.0,1.0,0.0,0.0,0.0,800.0,4.0,0,Good,0,1,509.0,,F,Fuel oil,2.0,4.0,Walloon,1944.0740740740741
10425031,3000,leuven,apartment,flat studio,218000,2014.0,1.0,36.0,Installed,0,0.0,0.0,0.0,0.0,0.0,,4.0,0,As new,1,0,120.0,,B,Gas,2.0,6.0,Flemish,6055.555555555556
9632519,1070,anderlecht,apartment,duplex,219000,1909.0,2.0,80.0,Hyper equipped,0,0.0,1.0,14.0,0.0,0.0,,2.0,0,As new,0,1,122.0,,C,Gas,3.0,6.0,Brussels capital region,2737.5
10340847,1932,zaventem,apartment,duplex,240000,1975.0,3.0,83.0,USA hyper equipped,0,0.0,1.0,8.0,0.0,0.0,,2.0,1,As new,1,1,369.0,49.0,D,Electric,3.0,6.0,Flemish,2891.5662650602408
10372479,1090,jette,apartment,duplex,259000,1976.0,2.0,104.0,,0,0.0,0.0,0.0,0.0,0.0,,3.0,0,Good,0,0,224.0,44.0,E,Gas,,4.0,Brussels capital region,2490.3846153846152
10552717,1190,forest,apartment,duplex,275000,1960.0,2.0,135.0,Semi equipped,0,0.0,1.0,10.0,0.0,0.0,,2.0,0,To be done up,0,1,406.0,80.0,G,Gas,1.0,3.0,Brussels capital region,2037.037037037037
10531268,1070,anderlecht,apartment,penthouse,285000,1936.0,2.0,90.0,USA hyper equipped,0,0.0,1.0,0.0,0.0,0.0,,2.0,0,As new,0,1,563.0,113.0,G,Gas,3.0,6.0,Brussels capital region,3166.6666666666665
9584170,1070,anderlecht,apartment,penthouse,299000,2013.0,2.0,110.0,Hyper equipped,0,0.0,1.0,0.0,0.0,0.0,,2.0,0,Good,1,1,102.0,19.0,C,Gas,3.0,4.0,Brussels capital region,2718.181818181818
10360416,1410,waterloo,apartment,duplex,299000,1910.0,2.0,128.0,USA installed,0,0.0,0.0,0.0,0.0,0.0,,2.0,0,As new,0,1,161.0,60.0,B,Gas,2.0,6.0,Walloon,2335.9375
10272639,1702,dilbeek,apartment,duplex,325000,1981.0,3.0,120.0,Installed,0,0.0,1.0,0.0,0.0,0.0,,,0,Good,0,0,253.0,,C,Gas,2.0,4.0,Flemish,2708.3333333333335
10553860,1040,etterbeek,apartment,duplex,329000,1913.0,2.0,85.0,Installed,0,0.0,0.0,0.0,0.0,0.0,,3.0,0,Just renovated,0,1,179.0,35.0,D,Gas,2.0,5.0,Brussels capital region,3870.5882352941176
10551284,2930,brasschaat,apartment,penthouse,339000,1992.0,2.0,106.0,Installed,0,0.0,1.0,44.0,0.0,0.0,,3.0,0,Good,1,1,235.0,,C,Gas,2.0,4.0,Flemish,3198.1132075471696
9996658,1080,molenbeek-saint-jean,apartment,duplex,339990,2011.0,3.0,136.0,Installed,0,0.0,1.0,6.0,0.0,0.0,,2.0,0,As new,1,1,81.0,19.0,B,Gas,2.0,6.0,Brussels capital region,2499.926470588235
10514425,1700,dilbeek,apartment,duplex,367000,2011.0,3.0,110.0,Installed,0,0.0,1.0,6.0,0.0,0.0,,2.0,0,Good,0,1,207.0,,C,Gas,2.0,4.0,Flemish,3336.3636363636365
10215375,1160,auderghem,apartment,penthouse,369000,1964.0,3.0,120.0,USA hyper equipped,0,0.0,1.0,12.0,0.0,0.0,,2.0,0,As new,1,1,566.0,149.0,G,Fuel oil,3.0,6.0,Brussels capital region,3075.0
10425767,1190,forest,apartment,duplex,375000,1924.0,4.0,200.0,Installed,0,0.0,1.0,0.0,0.0,0.0,,2.0,0,To renovate,0,1,618.0,160.0,G,Fuel oil,2.0,2.0,Brussels capital region,1875.0
10201746,1020,laeken,apartment,duplex,395000,2016.0,3.0,120.0,USA installed,0,0.0,1.0,6.0,0.0,0.0,,2.0,0,As new,1,0,114.0,22.0,C,Gas,2.0,6.0,Brussels capital region,3291.6666666666665
10536694,1050,ixelles,apartment,duplex,475000,2002.0,3.0,122.0,Hyper equipped,0,0.0,1.0,7.0,0.0,0.0,,2.0,0,As new,1,1,143.0,28.0,C,Gas,3.0,6.0,Brussels capital region,3893.44262295082
